batch_size,buffer_size,learning_rate,beta,epsilon,lambda,num_epoch,hidden_units,num_layers,time_horizon,max_steps,gamma,normalize,CPU Cores,Total RAM
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,3.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,16.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,32.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,64.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,256.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,512.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.85,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.875,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.9,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.925,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.95,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.975,3,64.0,1.0,1000.0,500000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.85,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.85,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.85,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.875,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.875,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.875,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.9,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.9,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.9,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.925,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.925,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.925,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.95,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.95,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.95,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.975,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.975,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.975,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.05,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.05,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.05,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.015,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.015,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.015,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.25,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.25,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.25,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.3,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.3,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.3,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.35,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.35,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.35,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.4,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.4,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.4,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.5,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.5,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.5,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.45,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.45,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.45,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.55,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.55,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.55,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.6,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.6,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.6,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.65,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.65,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.65,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.7,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.7,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.7,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.75,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.75,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.75,0.99,3,128.0,1.0,1000.0,100000.0,0.99,True,14.0,15.63 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
128,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,6000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0006,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.002,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,4.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,2.0,1000.0,100000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.1,0.99,3,128.0,2.0,500.0,50000.0,0.99,True,8.0,15.14 GB
64,11000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,10000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,9000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,8000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,7000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,5000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,4000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,3000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,2000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,1000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
60,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
56,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
52,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
48,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
44,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
40,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
36,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
32,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
28,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
24,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
20,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
16,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
12,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
8,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
4,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.2,0.99,3,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.2,0.99,4,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.2,0.99,5,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.2,0.99,6,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
64,12000,0.0003,0.001,0.2,0.99,7,128.0,2.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.001,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.001,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.001,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.001,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.001,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0011,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0011,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0011,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0011,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0011,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0012,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0012,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0012,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0012,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0012,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0013,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0013,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0013,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0013,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0013,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0014,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0014,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0014,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0014,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0001,0.0014,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.001,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.001,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.001,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.001,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.001,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0011,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0011,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0011,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0011,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0011,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0012,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0012,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0012,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0012,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0012,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0013,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0013,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0013,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0013,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0013,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0014,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0014,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0014,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0014,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0002,0.0014,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.001,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.001,0.15,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.001,0.2,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.001,0.25,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.001,0.3,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
1,100,0.0003,0.0011,0.1,0.99,3,128.0,1.0,1000.0,500000.0,0.99,True,8.0,15.14 GB
